ENSG00000180008	ENST00000395472:ENST00000555846:ENST00000339298
ENSG00000105323	ENST00000392006
ENSG00000124784	ENST00000379834
ENSG00000124784	ENST00000475351
ENSG00000105321	ENST00000599398
ENSG00000105321	ENST00000221922
ENSG00000105321	ENST00000596938
ENSG00000105321	ENST00000595659
ENSG00000047634	ENST00000380043
ENSG00000047634	ENST00000380045:ENST00000398080
ENSG00000047634	ENST00000419185
ENSG00000047634	ENST00000380041
ENSG00000105325	ENST00000313639
ENSG00000105325	ENST00000441788
ENSG00000105325	ENST00000591290
ENSG00000105325	ENST00000395095
ENSG00000007038	ENST00000570594
ENSG00000007038	ENST00000574813
ENSG00000007038	ENST00000450020
ENSG00000007038	ENST00000570629
ENSG00000007038	ENST00000574265
ENSG00000007038	ENST00000005995
ENSG00000007038	ENST00000455114
ENSG00000125810	ENST00000246006
ENSG00000105329	ENST00000598758
ENSG00000105329	ENST00000221930
ENSG00000124786	ENST00000339306
ENSG00000124786	ENST00000379660
ENSG00000124786	ENST00000426876
ENSG00000131951	ENST00000445360
ENSG00000131951	ENST00000570145
ENSG00000131951	ENST00000568404
ENSG00000131951	ENST00000254271
ENSG00000025770	ENST00000299821
ENSG00000025770	ENST00000523045
ENSG00000025770	ENST00000518394
ENSG00000025770	ENST00000395701
ENSG00000025770	ENST00000420993
ENSG00000025770	ENST00000418794
ENSG00000025770	ENST00000395698
ENSG00000025770	ENST00000522304
ENSG00000269558	ENST00000593865
ENSG00000074054	ENST00000541859
ENSG00000074054	ENST00000397587
ENSG00000074054	ENST00000452274
ENSG00000074054	ENST00000418989
ENSG00000074054	ENST00000463621
ENSG00000074054	ENST00000449975
ENSG00000074054	ENST00000455322
ENSG00000074054	ENST00000545861
ENSG00000074054	ENST00000409078
ENSG00000074054	ENST00000541377
ENSG00000074054	ENST00000263710
ENSG00000271605	ENST00000603557:ENST00000605096
ENSG00000152785	ENST00000282701
ENSG00000152784	ENST00000504452:ENST00000415738:ENST00000339711
ENSG00000152784	ENST00000515013
ENSG00000152782	ENST00000307534
ENSG00000152782	ENST00000322191
ENSG00000152782	ENST00000371774
ENSG00000152782	ENST00000342512
ENSG00000132359	ENST00000540393
ENSG00000132359	ENST00000366401
ENSG00000132359	ENST00000254695:ENST00000542807
ENSG00000136327	ENST00000258829
ENSG00000135045	ENST00000376854
ENSG00000155827	ENST00000389120
ENSG00000155827	ENST00000479306
ENSG00000155827	ENST00000466817
ENSG00000155827	ENST00000374819
ENSG00000142513	ENST00000270593
ENSG00000142513	ENST00000270594
ENSG00000149150	ENST00000534298
ENSG00000149150	ENST00000533263
ENSG00000149150	ENST00000524995:ENST00000534105
ENSG00000149150	ENST00000533066
ENSG00000149150	ENST00000525764
ENSG00000149150	ENST00000278426:ENST00000528450
ENSG00000149150	ENST00000530159
ENSG00000132603	ENST00000254940
ENSG00000132603	ENST00000562523
ENSG00000132603	ENST00000569637
ENSG00000132603	ENST00000567202
ENSG00000132603	ENST00000254941
ENSG00000132600	ENST00000566657
ENSG00000132600	ENST00000566341:ENST00000562050
ENSG00000132600	ENST00000565745
ENSG00000132600	ENST00000339507
ENSG00000132600	ENST00000348497
ENSG00000132600	ENST00000569571
ENSG00000132600	ENST00000569047
ENSG00000132600	ENST00000449359:ENST00000441236
ENSG00000132600	ENST00000568975
ENSG00000132600	ENST00000562381
ENSG00000124783	ENST00000397511
ENSG00000124783	ENST00000462112
ENSG00000124783	ENST00000489567
ENSG00000124783	ENST00000474597
ENSG00000124783	ENST00000479485
ENSG00000124783	ENST00000479365
ENSG00000124783	ENST00000534851
ENSG00000124783	ENST00000244763
ENSG00000132356	ENST00000354209
ENSG00000132356	ENST00000296800
ENSG00000132356	ENST00000397128
ENSG00000132357	ENST00000254691
ENSG00000132357	ENST00000381677
ENSG00000137054	ENST00000377792
ENSG00000137054	ENST00000442009
ENSG00000137054	ENST00000377798
ENSG00000137055	ENST00000523212
ENSG00000137055	ENST00000397292
ENSG00000137055	ENST00000520884
ENSG00000137055	ENST00000487173
ENSG00000137055	ENST00000517642
ENSG00000138050	ENST00000260619
ENSG00000138050	ENST00000454352
ENSG00000138050	ENST00000510781
ENSG00000138050	ENST00000378727
ENSG00000138050	ENST00000505747
ENSG00000138050	ENST00000530522
ENSG00000187098	ENST00000429090
ENSG00000187098	ENST00000314589
ENSG00000187098	ENST00000394351
ENSG00000187098	ENST00000352241
ENSG00000187098	ENST00000457080
ENSG00000187098	ENST00000314557
ENSG00000187098	ENST00000448226
ENSG00000187098	ENST00000531774
ENSG00000187098	ENST00000451708
ENSG00000187098	ENST00000433517
ENSG00000187098	ENST00000472437
ENSG00000187098	ENST00000478490
ENSG00000187098	ENST00000328528
ENSG00000187098	ENST00000394355
ENSG00000187097	ENST00000556242
ENSG00000187097	ENST00000334696
ENSG00000187097	ENST00000557325
ENSG00000187097	ENST00000553284
ENSG00000187097	ENST00000555829
ENSG00000187094	ENST00000334681:ENST00000396169:ENST00000434608
ENSG00000227164	ENST00000439873
ENSG00000157214	ENST00000287908:ENST00000394622:ENST00000394621
ENSG00000157214	ENST00000402625
ENSG00000157214	ENST00000426158
ENSG00000157214	ENST00000394632
ENSG00000157214	ENST00000394626:ENST00000394629
ENSG00000157214	ENST00000428074
ENSG00000187091	ENST00000463876
ENSG00000187091	ENST00000334661
ENSG00000008311	ENST00000358954
ENSG00000008311	ENST00000426162
ENSG00000008311	ENST00000431170
ENSG00000008311	ENST00000393376:ENST00000417368
ENSG00000144401	ENST00000458426:ENST00000425132
ENSG00000144401	ENST00000448007:ENST00000406927:ENST00000426075:ENST00000442521:ENST00000411432
ENSG00000144401	ENST00000432416
ENSG00000144401	ENST00000272839
ENSG00000144401	ENST00000448823
ENSG00000116883	ENST00000373137
ENSG00000188818	ENST00000507800
ENSG00000188818	ENST00000511539
ENSG00000188818	ENST00000511193
ENSG00000188818	ENST00000283441:ENST00000424784
ENSG00000244509	ENST00000428892
ENSG00000244509	ENST00000361441
ENSG00000144407	ENST00000419079
ENSG00000144407	ENST00000272847
ENSG00000267545	ENST00000593083
ENSG00000244057	ENST00000333881
ENSG00000166145	ENST00000568580
ENSG00000166145	ENST00000569589
ENSG00000166145	ENST00000344051
ENSG00000166145	ENST00000564375
ENSG00000166145	ENST00000568823
ENSG00000166145	ENST00000566928
ENSG00000166145	ENST00000562057:ENST00000431806
ENSG00000166145	ENST00000563656
ENSG00000188811	ENST00000470258
ENSG00000188811	ENST00000379600
ENSG00000188811	ENST00000379599
ENSG00000166140	ENST00000566407
ENSG00000166140	ENST00000561617
ENSG00000166140	ENST00000299173
ENSG00000166140	ENST00000570108
ENSG00000166140	ENST00000564258
ENSG00000166140	ENST00000569057
ENSG00000166140	ENST00000566767
ENSG00000166140	ENST00000568062
ENSG00000166140	ENST00000561768
ENSG00000166140	ENST00000355341
ENSG00000166140	ENST00000567756
ENSG00000166140	ENST00000336455
ENSG00000188817	ENST00000343837
ENSG00000188817	ENST00000496807
ENSG00000188817	ENST00000469440
ENSG00000114805	ENST00000340059
ENSG00000114805	ENST00000494598
ENSG00000114805	ENST00000447496
ENSG00000114805	ENST00000460012:ENST00000334686:ENST00000414191
ENSG00000166143	ENST00000427255
ENSG00000166143	ENST00000299174
ENSG00000011009	ENST00000400061
ENSG00000011009	ENST00000374503
ENSG00000011009	ENST00000420982
ENSG00000011009	ENST00000374501
ENSG00000011009	ENST00000421070
ENSG00000011009	ENST00000374514
ENSG00000011009	ENST00000374505
ENSG00000011009	ENST00000374502
ENSG00000136982	ENST00000313655
ENSG00000204501	ENST00000376152
ENSG00000058085	ENST00000264144
ENSG00000058085	ENST00000493293
ENSG00000138382	ENST00000409837
ENSG00000138382	ENST00000537825
ENSG00000138382	ENST00000260953:ENST00000409965:ENST00000392640
ENSG00000138382	ENST00000308099
ENSG00000138382	ENST00000409340
ENSG00000138382	ENST00000410097
ENSG00000138382	ENST00000442181
ENSG00000138382	ENST00000538491
ENSG00000196963	ENST00000361016
ENSG00000186416	ENST00000542113
ENSG00000186416	ENST00000371527:ENST00000304449
ENSG00000186417	ENST00000396399
ENSG00000186417	ENST00000335449
ENSG00000186417	ENST00000558426
ENSG00000211657	ENST00000390303
ENSG00000248369	ENST00000504357
ENSG00000132604	ENST00000603068
ENSG00000132604	ENST00000564982
ENSG00000132604	ENST00000254942
ENSG00000132604	ENST00000569542
ENSG00000132604	ENST00000566051
ENSG00000132604	ENST00000567296
ENSG00000132604	ENST00000567841
ENSG00000132604	ENST00000569584
ENSG00000132604	ENST00000566750
ENSG00000132604	ENST00000566257
ENSG00000132604	ENST00000569280
ENSG00000130940	ENST00000377022
ENSG00000130940	ENST00000344008
ENSG00000130940	ENST00000447850
ENSG00000119285	ENST00000366579
ENSG00000119285	ENST00000366581
ENSG00000119285	ENST00000366582
ENSG00000115507	ENST00000366671:ENST00000282549
ENSG00000115507	ENST00000405984
ENSG00000115504	ENST00000405015:ENST00000431489
ENSG00000115504	ENST00000454124
ENSG00000115504	ENST00000427809
ENSG00000115504	ENST00000444311
ENSG00000115504	ENST00000413434
ENSG00000115504	ENST00000405482
ENSG00000115504	ENST00000449820
ENSG00000115504	ENST00000422032
ENSG00000115504	ENST00000263991
ENSG00000115504	ENST00000426940
ENSG00000115504	ENST00000405289:ENST00000354487
ENSG00000136986	ENST00000419562
ENSG00000136986	ENST00000259512
ENSG00000136986	ENST00000405944
ENSG00000136986	ENST00000519018:ENST00000523036
ENSG00000184677	ENST00000400239
ENSG00000184677	ENST00000375647:ENST00000404138
ENSG00000184677	ENST00000374651
ENSG00000184674	ENST00000447865
ENSG00000184674	ENST00000417870
ENSG00000184674	ENST00000418883
ENSG00000184674	ENST00000458231
ENSG00000184674	ENST00000426209
ENSG00000184674	ENST00000439996
ENSG00000184674	ENST00000417831
ENSG00000184674	ENST00000248935
ENSG00000184674	ENST00000436103
ENSG00000184674	ENST00000417489
ENSG00000184675	ENST00000330258
ENSG00000184675	ENST00000374869:ENST00000403336
ENSG00000137270	ENST00000259803
ENSG00000184923	ENST00000381707
ENSG00000184923	ENST00000381689
ENSG00000164816	ENST00000330590
ENSG00000137273	ENST00000259806
ENSG00000164366	ENST00000441693
ENSG00000164366	ENST00000296824
ENSG00000137275	ENST00000541791
ENSG00000137275	ENST00000259808:ENST00000380409
ENSG00000184924	ENST00000328379
ENSG00000272772	ENST00000519718
ENSG00000172404	ENST00000307221
ENSG00000187323	ENST00000442544
ENSG00000187323	ENST00000578949
ENSG00000187323	ENST00000578080
ENSG00000187323	ENST00000579941
ENSG00000187323	ENST00000412726
ENSG00000187323	ENST00000304775
ENSG00000187323	ENST00000579349
ENSG00000187323	ENST00000582875
ENSG00000187323	ENST00000581559
ENSG00000187323	ENST00000581580
ENSG00000235173	ENST00000347708
ENSG00000235173	ENST00000533266
ENSG00000187325	ENST00000341864
ENSG00000135046	ENST00000257497:ENST00000376911
ENSG00000135046	ENST00000415424
ENSG00000135046	ENST00000456643
ENSG00000172954	ENST00000319406:ENST00000359433
ENSG00000172954	ENST00000379509:ENST00000540623
ENSG00000172954	ENST00000497423
ENSG00000172954	ENST00000466477
ENSG00000172954	ENST00000488144
ENSG00000172954	ENST00000465538
ENSG00000172954	ENST00000309052
ENSG00000172954	ENST00000465200
ENSG00000172954	ENST00000476038
ENSG00000172954	ENST00000476535
ENSG00000172954	ENST00000478015
ENSG00000172403	ENST00000307142
ENSG00000172403	ENST00000504178
ENSG00000172403	ENST00000429713
ENSG00000172403	ENST00000434046
ENSG00000172403	ENST00000448416
ENSG00000162241	ENST00000534028:ENST00000360662
ENSG00000162241	ENST00000530936
ENSG00000162241	ENST00000526432
ENSG00000162241	ENST00000526898:ENST00000524438
ENSG00000162241	ENST00000529962
ENSG00000162241	ENST00000294187:ENST00000417511
ENSG00000162241	ENST00000527174:ENST00000398802
ENSG00000162241	ENST00000533629:ENST00000526259
ENSG00000162241	ENST00000377152
ENSG00000182782	ENST00000328880
ENSG00000162244	ENST00000492277
ENSG00000162244	ENST00000480306
ENSG00000162244	ENST00000481629
ENSG00000162244	ENST00000294189:ENST00000466397:ENST00000479017:ENST00000495383:ENST00000475248
ENSG00000268313	ENST00000598338
ENSG00000268310	ENST00000600484
ENSG00000268640	ENST00000594563
ENSG00000268317	ENST00000600389
ENSG00000268643	ENST00000594664
ENSG00000233198	ENST00000445101
ENSG00000143224	ENST00000535223
ENSG00000143224	ENST00000352210:ENST00000367999
ENSG00000143224	ENST00000539753
ENSG00000143224	ENST00000544598
ENSG00000143224	ENST00000537523
ENSG00000143224	ENST00000432542
ENSG00000143224	ENST00000537829
ENSG00000100604	ENST00000216492
ENSG00000100604	ENST00000556076
ENSG00000100604	ENST00000334654
ENSG00000108370	ENST00000443584
ENSG00000108370	ENST00000449996
ENSG00000108370	ENST00000584234
ENSG00000108370	ENST00000262406
ENSG00000091664	ENST00000263160
ENSG00000151849	ENST00000418179
ENSG00000151849	ENST00000545981
ENSG00000151849	ENST00000381884
ENSG00000173545	ENST00000308683
ENSG00000221867	ENST00000370278:ENST00000393902
ENSG00000221867	ENST00000417212
ENSG00000151846	ENST00000281589
ENSG00000108379	ENST00000225512
ENSG00000221864	ENST00000360770
ENSG00000132970	ENST00000335327
ENSG00000132970	ENST00000361042
ENSG00000113905	ENST00000232003
ENSG00000132972	ENST00000255325
ENSG00000132972	ENST00000418120
ENSG00000132972	ENST00000339524
ENSG00000132972	ENST00000255324
ENSG00000132972	ENST00000381921
ENSG00000165495	ENST00000542175
ENSG00000165495	ENST00000298282
ENSG00000165495	ENST00000558705
ENSG00000165495	ENST00000532623
ENSG00000165495	ENST00000531212
ENSG00000165495	ENST00000527238
ENSG00000204262	ENST00000374866
ENSG00000158528	ENST00000413325
ENSG00000158528	ENST00000424654:ENST00000456331
ENSG00000158528	ENST00000289495
ENSG00000158528	ENST00000422324
ENSG00000158528	ENST00000433881:ENST00000340694
ENSG00000158528	ENST00000433360
ENSG00000204264	ENST00000374881
ENSG00000204264	ENST00000395339
ENSG00000204264	ENST00000374882
ENSG00000254106	ENST00000523446
ENSG00000204267	ENST00000374899
ENSG00000204267	ENST00000374897
ENSG00000115762	ENST00000404460:ENST00000303908
ENSG00000115762	ENST00000409612:ENST00000409279:ENST00000403716
ENSG00000115762	ENST00000234115
ENSG00000115762	ENST00000438882
ENSG00000115762	ENST00000409158
ENSG00000115762	ENST00000538982
ENSG00000115762	ENST00000439822
ENSG00000140939	ENST00000564992
ENSG00000140939	ENST00000564860
ENSG00000140939	ENST00000565560
ENSG00000140939	ENST00000566871
ENSG00000140939	ENST00000564053
ENSG00000140939	ENST00000432069:ENST00000268605
ENSG00000140939	ENST00000563258
ENSG00000140939	ENST00000568146
ENSG00000140939	ENST00000563439
ENSG00000115760	ENST00000431454
ENSG00000115760	ENST00000444173
ENSG00000115760	ENST00000421745
ENSG00000115761	ENST00000345985
ENSG00000115761	ENST00000542668
ENSG00000115761	ENST00000431319
ENSG00000115761	ENST00000538384
ENSG00000115761	ENST00000381685
ENSG00000158526	ENST00000375151
ENSG00000158525	ENST00000461828:ENST00000466363:ENST00000485477:ENST00000474905:ENST00000393213:ENST00000355388
ENSG00000158525	ENST00000431780
ENSG00000158525	ENST00000463587
ENSG00000158525	ENST00000479492
ENSG00000158525	ENST00000494311
ENSG00000158525	ENST00000497503
ENSG00000151491	ENST00000543363:ENST00000536793
ENSG00000151491	ENST00000544064
ENSG00000151491	ENST00000543523:ENST00000281172:ENST00000543612
ENSG00000151491	ENST00000546261
ENSG00000151491	ENST00000540613:ENST00000542903
ENSG00000151491	ENST00000536956
ENSG00000151491	ENST00000543468
ENSG00000151491	ENST00000546311
ENSG00000151491	ENST00000535752
ENSG00000116266	ENST00000370008
ENSG00000112238	ENST00000369214
ENSG00000112238	ENST00000369215
ENSG00000206538	ENST00000383698
ENSG00000206538	ENST00000494229
ENSG00000206538	ENST00000398399
ENSG00000104499	ENST00000522728
ENSG00000104499	ENST00000220940
ENSG00000143590	ENST00000556931
ENSG00000143590	ENST00000418360
ENSG00000143590	ENST00000368408
ENSG00000116260	ENST00000392029
ENSG00000116260	ENST00000367602
ENSG00000116260	ENST00000367600
ENSG00000116260	ENST00000443059
ENSG00000159692	ENST00000515399
ENSG00000159692	ENST00000514210
ENSG00000159692	ENST00000290921
ENSG00000159692	ENST00000510568
ENSG00000159692	ENST00000382952
ENSG00000159692	ENST00000504784
ENSG00000159692	ENST00000504092
ENSG00000159692	ENST00000513420
ENSG00000159692	ENST00000506180
ENSG00000159692	ENST00000503594
ENSG00000159692	ENST00000510739
ENSG00000159921	ENST00000396594
ENSG00000159921	ENST00000377902:ENST00000539815
ENSG00000159921	ENST00000543356
ENSG00000159921	ENST00000539208
ENSG00000159921	ENST00000447283
ENSG00000206530	ENST00000488854
ENSG00000206530	ENST00000465636
ENSG00000206530	ENST00000393845
ENSG00000206530	ENST00000473143
ENSG00000206530	ENST00000461734
ENSG00000206530	ENST00000295868
ENSG00000206530	ENST00000490481
ENSG00000206530	ENST00000489244
ENSG00000206530	ENST00000489938
ENSG00000206530	ENST00000465186
ENSG00000206530	ENST00000308346
ENSG00000112232	ENST00000281156
ENSG00000206536	ENST00000383695
ENSG00000173598	ENST00000549992:ENST00000548662
ENSG00000173598	ENST00000415493
ENSG00000173598	ENST00000547014
ENSG00000173598	ENST00000546925
ENSG00000173598	ENST00000337179
ENSG00000173598	ENST00000550056
ENSG00000112237	ENST00000484049
ENSG00000112237	ENST00000326298
ENSG00000112237	ENST00000524049
ENSG00000112237	ENST00000520429
ENSG00000112237	ENST00000523961
ENSG00000112237	ENST00000369220
ENSG00000112237	ENST00000523799:ENST00000523985
ENSG00000112237	ENST00000520371:ENST00000518714
ENSG00000112237	ENST00000482541
ENSG00000112237	ENST00000369217
ENSG00000112237	ENST00000486428
ENSG00000206535	ENST00000383693
ENSG00000206535	ENST00000466996
ENSG00000206535	ENST00000489752
ENSG00000155275	ENST00000504134
ENSG00000155275	ENST00000513449
ENSG00000155275	ENST00000389737
ENSG00000182853	ENST00000328739
ENSG00000182853	ENST00000354194
ENSG00000182853	ENST00000441199
ENSG00000182853	ENST00000416307
ENSG00000139890	ENST00000536884
ENSG00000139890	ENST00000267396
ENSG00000130584	ENST00000245663:ENST00000302995:ENST00000395104
ENSG00000120875	ENST00000240100
ENSG00000120875	ENST00000240101
ENSG00000130589	ENST00000427522
ENSG00000130589	ENST00000467148
ENSG00000165059	ENST00000377276
ENSG00000123609	ENST00000243346
ENSG00000123609	ENST00000414946
ENSG00000139899	ENST00000267406
ENSG00000139899	ENST00000555436
ENSG00000185924	ENST00000331238
ENSG00000116882	ENST00000325945
ENSG00000116882	ENST00000361035
ENSG00000116882	ENST00000457318
ENSG00000157219	ENST00000287907
ENSG00000233999	ENST00000421835
ENSG00000164930	ENST00000540287
ENSG00000164930	ENST00000523933
ENSG00000164930	ENST00000523739
ENSG00000164930	ENST00000522484
ENSG00000164930	ENST00000521195
ENSG00000164930	ENST00000519011
ENSG00000164930	ENST00000522566:ENST00000358755
ENSG00000129691	ENST00000517496
ENSG00000129691	ENST00000343823
ENSG00000129691	ENST00000521652:ENST00000250635
ENSG00000129691	ENST00000524247
ENSG00000129691	ENST00000517719
ENSG00000129691	ENST00000521808
ENSG00000129691	ENST00000545394
ENSG00000129691	ENST00000428278
ENSG00000185787	ENST00000560422
ENSG00000185787	ENST00000558830
ENSG00000185787	ENST00000559751
ENSG00000185787	ENST00000558746
ENSG00000185787	ENST00000331268
ENSG00000185787	ENST00000379535
ENSG00000185787	ENST00000559244
ENSG00000185787	ENST00000559690
ENSG00000185787	ENST00000426013
ENSG00000185787	ENST00000559345:ENST00000558502
ENSG00000185787	ENST00000559158
ENSG00000185787	ENST00000559930
ENSG00000154646	ENST00000422787
ENSG00000154646	ENST00000284885
ENSG00000154646	ENST00000474775
ENSG00000196739	ENST00000451716
ENSG00000196739	ENST00000494090
ENSG00000196739	ENST00000356083
ENSG00000154645	ENST00000543733
ENSG00000154645	ENST00000400128:ENST00000400127
ENSG00000154645	ENST00000299295
ENSG00000154645	ENST00000400131:ENST00000400135:ENST00000338326
ENSG00000154642	ENST00000400558
ENSG00000154642	ENST00000405964
ENSG00000154642	ENST00000284881
ENSG00000154642	ENST00000400559
ENSG00000134398	ENST00000562562
ENSG00000134398	ENST00000569903
ENSG00000134398	ENST00000256797
ENSG00000134398	ENST00000457008
ENSG00000134398	ENST00000562458
ENSG00000154640	ENST00000339775
ENSG00000154640	ENST00000348354
ENSG00000154640	ENST00000457956
ENSG00000196730	ENST00000491893
ENSG00000196730	ENST00000489291
ENSG00000196730	ENST00000358077:ENST00000472284:ENST00000408954
ENSG00000196730	ENST00000469640
ENSG00000166148	ENST00000550940
ENSG00000166148	ENST00000299178
ENSG00000174332	ENST00000312233
ENSG00000064601	ENST00000191018:ENST00000372459
ENSG00000064601	ENST00000419493
ENSG00000064601	ENST00000606394
ENSG00000064601	ENST00000372484
ENSG00000064601	ENST00000607482
ENSG00000064601	ENST00000354880
ENSG00000064601	ENST00000606788
ENSG00000196734	ENST00000360090
ENSG00000154319	ENST00000531804
ENSG00000154319	ENST00000284486:ENST00000534308:ENST00000528897
ENSG00000101049	ENST00000373077
ENSG00000101049	ENST00000496343
ENSG00000101049	ENST00000341458
ENSG00000101049	ENST00000412111
ENSG00000101049	ENST00000426287
ENSG00000101049	ENST00000373100:ENST00000373092:ENST00000423407
ENSG00000175315	ENST00000312134
ENSG00000120265	ENST00000367384
ENSG00000120265	ENST00000494411
ENSG00000120265	ENST00000367378:ENST00000464889
ENSG00000120265	ENST00000367380
ENSG00000120265	ENST00000460828
ENSG00000120265	ENST00000484601
ENSG00000120265	ENST00000495487
ENSG00000120265	ENST00000544496
ENSG00000120265	ENST00000486585
ENSG00000197565	ENST00000418180
ENSG00000197565	ENST00000538570
ENSG00000197565	ENST00000372216
ENSG00000197565	ENST00000545689
ENSG00000197565	ENST00000334504
ENSG00000197565	ENST00000394872
ENSG00000197063	ENST00000574686
ENSG00000197063	ENST00000357736:ENST00000392366
ENSG00000120262	ENST00000367290
ENSG00000120262	ENST00000239374
ENSG00000197061	ENST00000377803
ENSG00000017373	ENST00000264659
ENSG00000017373	ENST00000578925
ENSG00000017373	ENST00000584266
ENSG00000017373	ENST00000542707
ENSG00000130055	ENST00000453994
ENSG00000130055	ENST00000374382
ENSG00000130055	ENST00000536730:ENST00000538649
ENSG00000168955	ENST00000449706
ENSG00000168955	ENST00000304568
ENSG00000130725	ENST00000595957
ENSG00000130725	ENST00000596985
ENSG00000130725	ENST00000253023
ENSG00000130724	ENST00000600118:ENST00000601220:ENST00000312547
ENSG00000130724	ENST00000600006
ENSG00000130724	ENST00000596708
ENSG00000130724	ENST00000597848
ENSG00000130723	ENST00000451855
ENSG00000130723	ENST00000372249
ENSG00000130723	ENST00000320547
ENSG00000130723	ENST00000456307
ENSG00000130723	ENST00000357304
ENSG00000130723	ENST00000405995:ENST00000458550
ENSG00000130723	ENST00000422467
ENSG00000173465	ENST00000527920
ENSG00000173465	ENST00000533115
ENSG00000173465	ENST00000309328
ENSG00000173465	ENST00000531405
ENSG00000173465	ENST00000526433
ENSG00000173465	ENST00000526877
ENSG00000159079	ENST00000431599
ENSG00000159079	ENST00000458138
ENSG00000159079	ENST00000382549
ENSG00000159079	ENST00000290155
ENSG00000159079	ENST00000300260
ENSG00000159079	ENST00000440966
ENSG00000159079	ENST00000425336
ENSG00000159079	ENST00000540881
ENSG00000126856	ENST00000449207
ENSG00000126856	ENST00000325921:ENST00000407825
ENSG00000126856	ENST00000564210
ENSG00000126856	ENST00000568473
ENSG00000156140	ENST00000286657
ENSG00000145826	ENST00000274507
ENSG00000145826	ENST00000514447
ENSG00000145826	ENST00000512872
ENSG00000145826	ENST00000522943
ENSG00000067208	ENST00000543509
ENSG00000067208	ENST00000370331:ENST00000540033
ENSG00000197561	ENST00000590230:ENST00000263621
ENSG00000126858	ENST00000583994
ENSG00000126858	ENST00000581031
ENSG00000126858	ENST00000394692
ENSG00000126858	ENST00000584852
ENSG00000126858	ENST00000584692
ENSG00000126858	ENST00000358365
ENSG00000126858	ENST00000582602
ENSG00000126858	ENST00000333942
ENSG00000126858	ENST00000581148
ENSG00000126858	ENST00000354266
ENSG00000126858	ENST00000580392
ENSG00000126858	ENST00000581094
ENSG00000126858	ENST00000545287
ENSG00000126858	ENST00000578205
ENSG00000163098	ENST00000426466
ENSG00000140157	ENST00000337451:ENST00000398013:ENST00000398014
ENSG00000140157	ENST00000560039
ENSG00000140157	ENST00000539711:ENST00000359727
ENSG00000196565	ENST00000444587
ENSG00000196565	ENST00000380252
ENSG00000196565	ENST00000380259:ENST00000336906
ENSG00000233608	ENST00000448943
ENSG00000030110	ENST00000442998
ENSG00000030110	ENST00000374467:ENST00000360661
ENSG00000140153	ENST00000558567
ENSG00000140153	ENST00000555879:ENST00000299135
ENSG00000140153	ENST00000545563
ENSG00000140153	ENST00000322340
ENSG00000140153	ENST00000454394
ENSG00000140153	ENST00000424963
ENSG00000140153	ENST00000556511
ENSG00000140153	ENST00000559478
ENSG00000140153	ENST00000558854
ENSG00000140153	ENST00000499851
ENSG00000140153	ENST00000556094
ENSG00000140153	ENST00000335263
ENSG00000140153	ENST00000342702
ENSG00000140153	ENST00000556807
ENSG00000145920	ENST00000359546:ENST00000393745:ENST00000515094
ENSG00000145920	ENST00000515502
ENSG00000145920	ENST00000514150
ENSG00000145920	ENST00000509837
ENSG00000145920	ENST00000515025
ENSG00000145920	ENST00000512824
ENSG00000145920	ENST00000502265
ENSG00000145431	ENST00000422544
ENSG00000145431	ENST00000502773
ENSG00000145431	ENST00000506880
ENSG00000145431	ENST00000542208
ENSG00000145431	ENST00000274071
ENSG00000145431	ENST00000541126
ENSG00000185254	ENST00000428625
ENSG00000185254	ENST00000369926:ENST00000361930
ENSG00000188816	ENST00000339992
ENSG00000177800	ENST00000323223
ENSG00000145439	ENST00000506808
ENSG00000145439	ENST00000306193
ENSG00000145439	ENST00000504561
ENSG00000145439	ENST00000507752
ENSG00000145439	ENST00000504480
ENSG00000145439	ENST00000510042
ENSG00000090530	ENST00000426003
ENSG00000090530	ENST00000444866
ENSG00000090530	ENST00000319332
ENSG00000090530	ENST00000427335
ENSG00000170832	ENST00000591768
ENSG00000170832	ENST00000593071
ENSG00000170832	ENST00000590297
ENSG00000170832	ENST00000592339
ENSG00000170832	ENST00000589552
ENSG00000170832	ENST00000590133
ENSG00000170832	ENST00000588898
ENSG00000170832	ENST00000300896
ENSG00000170832	ENST00000393003
ENSG00000170832	ENST00000589335
ENSG00000054282	ENST00000476722
ENSG00000054282	ENST00000391846
ENSG00000054282	ENST00000343783
ENSG00000054282	ENST00000355875
ENSG00000054282	ENST00000366541
ENSG00000054282	ENST00000435549
ENSG00000170837	ENST00000304411
ENSG00000110900	ENST00000546076:ENST00000261177
ENSG00000110900	ENST00000545802
ENSG00000110900	ENST00000544427
ENSG00000110900	ENST00000535215
ENSG00000076108	ENST00000547650
ENSG00000076108	ENST00000551812
ENSG00000076108	ENST00000549884
ENSG00000076108	ENST00000549787
ENSG00000076108	ENST00000549506
ENSG00000076108	ENST00000179765
ENSG00000076108	ENST00000379441
ENSG00000076108	ENST00000551996
ENSG00000076108	ENST00000547453
ENSG00000076108	ENST00000546695
ENSG00000205138	ENST00000378887
ENSG00000072133	ENST00000262752
ENSG00000072133	ENST00000543399
ENSG00000081307	ENST00000356232
ENSG00000081307	ENST00000464068
ENSG00000081307	ENST00000489361
ENSG00000081307	ENST00000473651
ENSG00000081307	ENST00000505777
ENSG00000081307	ENST00000468022
ENSG00000081307	ENST00000493720
ENSG00000081307	ENST00000494238:ENST00000264991
ENSG00000203832	ENST00000414710
ENSG00000203832	ENST00000369188
