Gene stable ID	Mouse gene stable ID	Mouse homology type
ENSG00000243749	ENSMUSG00000070737	ortholog_one2one
ENSG00000243927	ENSMUSG00000039680	ortholog_one2one
ENSG00000244187	ENSMUSG00000026939	ortholog_one2one
ENSG00000245848	ENSMUSG00000034957	ortholog_one2one
ENSG00000247626	ENSMUSG00000046994	ortholog_one2one
ENSG00000250317	ENSMUSG00000061461	ortholog_one2one
ENSG00000253710	ENSMUSG00000063362	ortholog_one2one
ENSG00000253719	ENSMUSG00000074748	ortholog_one2one
ENSG00000253797	ENSMUSG00000063785	ortholog_many2many
ENSG00000253797	ENSMUSG00000079470	ortholog_many2many
ENSG00000254470	ENSMUSG00000049562	ortholog_one2one
ENSG00000254692	ENSMUSG00000002320	ortholog_one2many
ENSG00000254858	ENSMUSG00000035559	ortholog_one2one
ENSG00000255112	ENSMUSG00000031242	ortholog_one2one
ENSG00000255154	ENSMUSG00000094130	ortholog_one2one
ENSG00000256043	ENSMUSG00000028015	ortholog_one2one
ENSG00000256060	ENSMUSG00000079317	ortholog_many2many
ENSG00000256060	ENSMUSG00000007777	ortholog_many2many
ENSG00000258429	ENSMUSG00000078931	ortholog_one2one
ENSG00000259956		
ENSG00000260914	ENSMUSG00000031913	ortholog_one2many
ENSG00000261796	ENSMUSG00000030056	ortholog_one2many
ENSG00000262664	ENSMUSG00000038268	ortholog_one2one
ENSG00000262814	ENSMUSG00000039640	ortholog_one2one
ENSG00000262919		
ENSG00000263001		
ENSG00000263956		
ENSG00000264343		
ENSG00000264364	ENSMUSG00000020483	ortholog_one2one
ENSG00000265241		
ENSG00000265808		
ENSG00000265972		
ENSG00000266338		
ENSG00000266472		
ENSG00000267368	ENSMUSG00000006143	ortholog_one2many
ENSG00000268043		
ENSG00000268350		
ENSG00000269335		
ENSG00000269556		
ENSG00000269713		
ENSG00000269955	ENSMUSG00000029823	ortholog_one2many
ENSG00000270181	ENSMUSG00000026048	ortholog_one2many
ENSG00000270629		
ENSG00000271254		
ENSG00000271303	ENSMUSG00000032802	ortholog_one2one
ENSG00000271383		
ENSG00000271601		
ENSG00000272325	ENSMUSG00000024213	ortholog_one2one
ENSG00000272617		
ENSG00000273136		
ENSG00000273173	ENSMUSG00000095746	ortholog_one2many
